Location,Indicator,Period,First Tooltip
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,28.7 [23.3-34.6]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,28.8 [23.1-34.8]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,28.7 [23.0-35.0]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,28.8 [23.0-35.1]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,29.0 [22.9-35.7]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,29.2 [22.8-36.1]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,29.6 [22.7-37.1]
Jordan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,30.2 [22.7-38.4]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,28.6 [14.6-47.1]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,28.3 [15.1-46.0]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,28.0 [15.6-44.9]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,27.7 [15.7-43.6]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,27.5 [15.9-43.1]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,27.3 [16.1-42.4]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,27.1 [16.3-41.7]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,27.1 [16.2-41.3]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,27.1 [16.4-41.1]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,27.3 [16.7-41.1]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,27.7 [17.3-41.4]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,28.3 [17.7-41.6]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,29.1 [18.6-42.5]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,29.9 [19.6-42.8]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,30.7 [20.7-43.0]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,31.5 [21.8-43.3]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,32.3 [22.9-43.4]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,33.2 [24.0-43.9]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,34.0 [25.2-44.4]
Kazakhstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,34.8 [26.2-44.8]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,27.9 [13.7-43.7]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,27.5 [14.4-41.9]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,27.3 [15.0-40.7]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,27.2 [15.9-39.8]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,27.1 [16.6-39.2]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,27.0 [17.2-38.6]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,27.1 [17.7-38.1]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,27.2 [18.4-37.8]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,27.6 [19.1-37.8]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,28.1 [19.8-38.1]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,28.9 [20.5-38.7]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,29.8 [21.5-39.3]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,30.9 [22.3-40.4]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,32.1 [23.4-41.5]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,33.2 [24.3-42.6]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,34.4 [25.5-43.7]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,35.5 [26.7-44.3]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,36.6 [27.6-45.1]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,37.8 [28.7-46.1]
Kenya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,38.9 [29.6-47.0]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,31.9 [13.4-56.1]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,31.7 [14.0-55.1]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,31.6 [14.3-54.1]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,31.4 [14.9-53.5]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,31.3 [15.2-52.9]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,31.2 [15.4-52.8]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,31.1 [15.4-52.6]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,31.0 [15.5-52.4]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,30.9 [15.5-52.1]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,30.7 [15.5-51.9]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,30.6 [15.3-51.3]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,30.5 [15.3-51.1]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,30.4 [15.5-50.9]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,30.4 [15.2-50.7]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,30.3 [15.3-50.6]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,30.4 [15.2-50.8]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,30.7 [15.3-50.6]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,31.0 [15.2-50.8]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,31.4 [15.4-51.1]
Kiribati,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,31.9 [15.5-52.0]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,23.7 [10.0-44.8]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,23.4 [10.2-43.6]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,23.1 [10.2-42.6]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,22.7 [10.2-41.4]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,22.4 [10.1-40.9]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,22.1 [10.1-40.3]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,21.7 [9.8-39.8]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,21.0 [9.5-39.5]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,20.6 [9.4-38.9]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,20.3 [9.2-39.0]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,20.3 [9.1-38.6]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,19.9 [8.9-38.3]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,19.9 [8.8-38.5]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,20.3 [8.9-39.3]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,21.1 [9.3-40.2]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,21.6 [9.5-40.8]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,22.1 [9.7-40.9]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,22.5 [9.9-41.8]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,23.3 [10.3-42.8]
Kuwait,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,24.0 [10.6-44.5]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,35.8 [23.8-49.0]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,35.5 [24.8-47.2]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,35.1 [25.6-45.5]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,34.9 [26.1-44.4]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,34.7 [26.5-43.2]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,34.3 [26.7-42.2]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,34.1 [26.7-41.7]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,33.9 [26.8-41.4]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,33.9 [26.8-41.5]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,34.1 [26.9-41.7]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,34.2 [26.9-42.0]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,34.4 [26.8-42.7]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,34.7 [26.7-42.9]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,35.1 [27.0-43.6]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,35.3 [27.2-43.8]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,35.4 [27.4-44.1]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,35.7 [27.8-44.2]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,35.9 [28.1-44.2]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,36.1 [28.5-43.9]
Kyrgyzstan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,36.5 [29.0-44.1]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,39.0 [27.3-50.3]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,38.4 [28.0-48.4]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,37.7 [28.4-46.8]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,37.2 [28.6-45.9]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,36.6 [28.6-45.0]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,36.2 [28.4-44.5]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,35.8 [27.9-44.3]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,35.6 [27.7-44.4]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,35.5 [27.6-44.2]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,35.6 [27.7-44.5]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,35.9 [28.1-44.8]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,36.2 [28.4-45.4]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,36.7 [28.7-45.9]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,37.3 [29.1-46.8]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,37.9 [29.4-47.7]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,38.6 [29.6-48.7]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,39.4 [30.1-49.9]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,40.1 [30.2-50.7]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,40.9 [30.4-52.2]
Lao People's Democratic Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,41.8 [30.3-53.9]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,21.6 [8.4-41.4]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,21.4 [8.7-39.9]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,21.3 [9.0-39.2]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,21.2 [9.3-38.9]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,21.1 [9.4-38.4]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,21.0 [9.6-38.3]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,20.9 [9.6-37.7]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,20.8 [9.6-38.1]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,20.7 [9.6-37.7]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,20.6 [9.5-37.9]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,20.6 [9.6-38.1]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,20.7 [9.6-38.4]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,21.0 [9.7-38.8]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,21.2 [9.8-39.2]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,21.6 [9.9-39.4]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,22.0 [10.3-39.9]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,22.5 [10.5-40.4]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,22.9 [10.7-41.0]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,23.4 [10.9-41.8]
Latvia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,23.8 [11.0-42.5]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,28.3 [13.9-45.6]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,27.9 [14.5-44.3]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,27.5 [15.0-42.9]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,27.1 [15.3-41.6]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,26.6 [15.2-40.6]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,26.2 [15.0-40.0]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,25.8 [14.6-39.1]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,25.4 [14.5-38.4]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,25.1 [14.4-37.9]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,24.9 [14.4-37.6]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,25.0 [14.7-37.4]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,25.1 [15.0-37.4]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,25.2 [15.1-37.3]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,25.3 [15.5-37.2]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,25.5 [16.0-37.0]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,25.6 [16.4-36.9]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,25.7 [16.7-36.5]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,25.8 [17.0-36.3]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,26.1 [17.4-36.3]
Lebanon,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,26.4 [17.5-36.5]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,27.5 [15.7-41.9]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,27.1 [16.7-39.4]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,26.9 [17.8-37.9]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,27.0 [18.9-36.3]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,27.1 [19.9-35.4]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,27.3 [20.7-34.6]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,27.5 [21.5-34.3]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,27.9 [22.3-34.3]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,28.5 [22.9-34.8]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,29.1 [23.4-35.4]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,29.5 [23.9-35.9]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,30.2 [24.5-36.6]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,30.9 [25.1-37.4]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,31.7 [25.8-38.2]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,32.4 [26.2-39.4]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,33.1 [26.4-40.6]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,33.9 [26.6-42.0]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,34.7 [26.8-43.5]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,35.6 [26.8-45.0]
Lesotho,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,36.5 [26.9-46.8]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,41.9 [32.0-51.8]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,41.8 [32.3-51.7]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,41.7 [32.2-51.6]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,41.8 [32.5-52.1]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,41.9 [32.4-52.5]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,42.1 [32.5-53.0]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,42.4 [32.5-53.6]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,42.8 [32.9-54.3]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,43.3 [33.2-55.0]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,44.0 [33.6-55.8]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,44.7 [34.2-56.6]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,45.5 [35.0-57.4]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,46.3 [35.7-58.0]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,47.2 [36.6-58.6]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,48.0 [37.6-59.1]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,48.8 [38.5-59.4]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,49.6 [39.4-59.7]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,50.3 [39.8-60.2]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,51.5 [41.1-61.1]
Liberia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,52.6 [42.0-62.3]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,29.9 [13.5-52.6]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,29.6 [13.8-51.4]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,29.4 [14.1-50.3]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,29.2 [14.3-49.7]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,28.9 [14.3-49.1]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,28.8 [14.4-48.5]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,28.7 [14.5-47.9]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,28.6 [14.4-47.5]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,28.7 [14.5-48.0]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,28.8 [14.6-48.0]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,29.1 [14.9-48.5]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,29.5 [15.0-49.3]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,29.8 [15.3-50.1]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,30.3 [15.6-50.5]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,30.7 [15.9-51.3]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,31.1 [16.1-52.6]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,31.4 [16.3-52.8]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,31.8 [16.2-53.5]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,32.1 [16.3-53.9]
Libya,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,32.6 [16.2-54.9]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,19.9 [8.0-41.2]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,19.6 [8.1-39.9]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,19.3 [8.3-39.0]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,19.1 [8.4-37.9]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,19.0 [8.4-37.8]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,19.0 [8.3-37.3]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,18.9 [8.3-37.1]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,18.7 [8.3-36.9]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,18.5 [8.2-36.5]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,18.4 [8.2-36.2]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,18.4 [8.2-36.3]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,18.5 [8.3-36.9]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,18.7 [8.4-37.3]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,19.0 [8.6-37.3]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,19.4 [8.8-37.8]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,20.2 [9.2-38.7]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,20.8 [9.4-39.5]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,21.1 [9.5-40.0]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,21.6 [9.7-41.1]
Lithuania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,22.0 [9.7-42.0]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,10.1 [5.2-23.4]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,9.8 [5.2-22.5]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,9.6 [5.2-21.3]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,9.4 [5.2-20.2]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,9.2 [5.2-19.7]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,9.0 [5.2-19.1]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,8.9 [5.2-18.7]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,8.8 [5.2-18.8]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,8.7 [5.2-18.2]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,8.6 [5.1-18.1]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,8.6 [5.1-18.0]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,8.6 [5.0-17.9]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,8.5 [4.9-17.9]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,8.5 [4.9-17.8]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,8.4 [4.8-17.6]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,8.4 [4.8-17.3]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,8.4 [4.7-17.3]
